circuit_id,episode_id,domain,shift_type,family,topology_kind,qubit_count,depth,num_1q_gates,num_2q_gates,two_qubit_density,avg_degree,edge_density,symmetry_score,periodicity_score,linearity_score,idle_fraction,layer_sparsity,t1_us,t2_us,readout_error,oneq_epg,twoq_epg,time_index,error_rate,_hidden_coherent_scale,_hidden_crosstalk_scale,_hidden_context_scale,_hidden_temporal_scale,family_base_component,size_component,gate_component,decoherence_component,stochastic_component,coherent_component,crosstalk_component,context_component,temporal_component,family_penalty_component,observation_noise_component,pass_label,gate_count,depth_per_qubit,entangling_load,stochastic_proxy,decoherence_proxy,coherent_proxy,crosstalk_proxy,context_proxy,temporal_proxy,mirror_like_proxy,stability_proxy
source-00-00010,source-00,source,source,random_entangler,grid,14,22,280,55,0.16417910447761194,2.599576274160589,0.19996740570466068,0.24640630031498878,0.19082076763159506,0.405559970319517,0.320211038961039,0.5001096118095513,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.05179012948618649,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.007080000000000001,0.00526,0.0016398563608293697,0.024797481460721152,0.0017955869932108897,0.0014448330221608146,0.0033762606476068244,0.0001128825908456956,0.0,-0.0037167715891882527,1,335,1.5714285714285714,50.56716417910448,0.08449472500947666,0.007035999990769908,0.28093557652489476,0.3319525258878364,2.2302132676981694,0.13253473340333083,0.047019439375367504,32.98213364806465
source-00-00011,source-00,source,source,qaoa_like,grid,14,14,190,15,0.07317073170731707,2.0459889487895198,0.15738376529150153,0.42262035325372527,0.4944781879279972,0.42696256113913345,0.34630102040816335,0.6772666253506232,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04020494788235904,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.00532,0.00223,0.0010435449568914172,0.015915604500453245,0.0015667534929513446,0.0004028422197653478,0.0027472912905581602,0.0,0.0,0.0029789114217395243,1,205,1.0,14.341463414634147,0.05238778809905284,0.004477454539580851,0.3623263075920097,0.11643839545956616,2.3120176806772506,0.0,0.20897654645839212,32.98213364806465
source-00-00012,source-00,source,source,random_local,grid,11,14,134,13,0.08843537414965986,1.6301901668594245,0.16301901668594246,0.12932551049872315,0.0,0.6210453807525049,0.40340909090909094,0.7623009693665141,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.02872097578440864,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.0048400000000000006,0.001718,0.0010435449568914172,0.01502273841347539,0.0008015580841265598,0.00019664890698410103,0.001404485587364052,0.0,0.0,-0.002306000164432876,1,147,1.2727272727272727,13.61904761904762,0.04907449897639139,0.004477454539580851,0.17394859753237119,0.08810173615302258,1.617864712338286,0.0,0.0,32.98213364806465
source-00-00013,source-00,source,source,random_local,grid,7,23,132,8,0.05714285714285714,1.6679588199241613,0.27799313665402686,0.19673581751647234,0.26126637656048524,0.9859329194411278,0.4565217391304348,0.8428726557835424,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.0345288753623084,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.006180000000000001,0.001404,0.001714395286321614,0.013137460172019895,0.0008326927203852895,8.273321103403435e-05,0.0028967379210803838,0.00012935174300808728,0.0,0.002151504308459095,1,140,3.2857142857142856,9.2,0.04228361092600688,0.00735581817216854,0.23240350060362075,0.03706575155387025,2.5323006339002396,0.1518710604212423,0.05140045418219357,32.98213364806465
source-00-00014,source-00,source,source,qaoa_like,grid,20,11,198,21,0.0958904109589041,2.236115879522304,0.11769030944854232,0.4912302301729882,0.22045795850141858,0.5602910431700435,0.37784090909090906,0.6674189945475119,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04212718347089147,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.00562,0.002646,0.0008199281804146849,0.017660361438241866,0.0017597274876288106,0.0008242628841726834,0.004591195595178456,0.0,0.0,0.0002057078852549749,1,219,0.55,21.095890410958905,0.05868178520311812,0.003517999995384954,0.386170454368495,0.2382467451545834,2.9993290002939204,0.0,0.10829561369811894,32.98213364806465
source-00-00015,source-00,source,source,random_local,grid,10,5,54,4,0.06896551724137931,1.7541379185354353,0.1949042131706039,0.10882948063442588,0.0,0.8303757019005518,0.275,0.7853760553111643,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.023326635413378156,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.0027,0.000618,0.0003726946274612204,0.010674123379779826,0.0006421285464484638,0.0001500134846457301,0.0034356306609248624,0.0,0.0,-0.0012659552858819503,1,58,0.5,3.4482758620689657,0.03323001585461656,0.001599090906993161,0.15972682679613404,0.06720834936917378,1.9836554252624543,0.0,0.0,32.98213364806465
source-00-00016,source-00,source,source,random_entangler,grid,11,8,77,14,0.15384615384615385,1.996826938127425,0.1996826938127425,0.2208046701450486,0.14762604102770602,0.3359252866246545,0.3536931818181819,0.6029752693487982,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.034601933872827124,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.00352,0.001379,0.0005963114039379527,0.01503739072658783,0.0016353173778121486,0.0008171258160581758,0.0013657815798708605,0.0,0.0,0.00025100696856015115,1,91,0.7272727272727273,13.53846153846154,0.04900171326993565,0.002558545451189057,0.2580671420264084,0.18773586597779213,1.6247518139681878,0.0,0.032596519293942035,32.98213364806465
source-00-00017,source-00,source,source,random_entangler,grid,14,23,250,55,0.18032786885245902,2.5563570734154046,0.19664285180118496,0.24401008212158917,0.1716310258081331,0.44253673757693923,0.4079968944099379,0.4940073182485233,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.05592494753175211,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.007300000000000001,0.00505,0.001714395286321614,0.024694193282793393,0.0016536307474194914,0.0015605639792385718,0.0034430472061692426,0.00014053631941625934,0.0,0.0003685807103935277,1,305,1.6428571428571428,58.0655737704918,0.08408157229776562,0.00735581817216854,0.2834590592746341,0.35854188461381814,2.281188433527712,0.1650028005893303,0.04187970070205515,32.98213364806465
source-00-00018,source-00,source,source,random_entangler,grid,18,12,222,26,0.10483870967741936,2.1913348490181166,0.12890204994224216,0.33701102743991374,0.0991201685964342,0.23186151615697564,0.28240740740740744,0.6094159743798582,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04328872708786337,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.005520000000000001,0.003114,0.000894467105906929,0.018999604099923916,0.001434315769741593,0.000999935746060287,0.0015922407720032963,0.0,0.0,0.0007341635942273352,1,248,0.6666666666666666,22.64516129032258,0.06354018812446133,0.003837818176783586,0.2944843668821361,0.2297367180422219,1.7276098886773847,0.0,0.03340458985870176,32.98213364806465
source-00-00019,source-00,source,source,qaoa_like,grid,12,19,245,12,0.04669260700389105,1.9138029372673537,0.17398208520612307,0.5003644814393073,0.45301852431583856,0.5963120243131175,0.29550438596491235,0.8017319840693277,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.03834705972676088,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.006100000000000001,0.002435,0.0014162395843526376,0.015138138036015969,0.0009161305945416297,0.0002061070506498756,0.004171509798089607,4.0237395956971e-05,0.0,-7.630273284580958e-05,1,257,1.5833333333333333,10.645914396887159,0.049672651013832975,0.006076545446574011,0.3620086590219593,0.05957363228847794,2.838053877548405,0.047242471191072624,0.2266743790016948,32.98213364806465
source-00-00020,source-00,source,source,parity,grid,18,20,292,30,0.09316770186335403,2.38127206969461,0.1400748276290947,0.6929616818194009,0.6614280431005718,0.4983869389622111,0.4409722222222222,0.6900583871938297,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.05196641619823321,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.009,0.00728,0.0038439999999999998,0.0014907785098448817,0.020157593108045935,0.002517221330762398,0.0008047015474478978,0.006060641196180829,9.870135236195391e-05,0.0,0.0007127791535893188,1,322,1.1111111111111112,33.54037267080745,0.06780702925193217,0.006396363627972644,0.5014919079893345,0.22185764624483945,3.5985370377039216,0.11588463131326676,0.4583442891494874,32.98213364806465
source-00-00021,source-00,source,source,parity,grid,6,7,35,5,0.125,2.514092817870869,0.5028185635741738,0.6146612025258006,0.7051372256490246,0.564741873932968,0.40476190476190477,0.5360083477506782,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.036377870633418366,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.009,0.0025000000000000005,0.000545,0.0005217724784457086,0.011083367421318642,0.0030033911929059896,0.00037995354513941927,0.007576333327423694,0.0,0.0,0.0017680526681849058,1,40,1.1666666666666667,5.25,0.034639095257695166,0.0022387272697904255,0.5141020882618286,0.1047538674112862,4.173963476455103,0.0,0.43342049506313624,32.98213364806465
source-00-00022,source-00,source,source,random_local,grid,16,24,341,34,0.09066666666666667,1.7668465412621734,0.11778976941747824,0.0,0.0,0.5872934409066947,0.3896484375000001,0.8085809694509994,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04772394652391597,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.00784,0.004427,0.001788934211813858,0.021165722865501266,0.00036163802353560224,0.0003178344932468058,0.0025145171808758997,9.936742814871434e-05,0.0,0.0032089323207938267,1,375,1.5,34.816,0.07149806578103585,0.007675636353567172,0.12403999999999998,0.1423947434735737,1.296399709774962,0.11666666666666665,0.0,32.98213364806465
source-00-00023,source-00,source,source,random_local,grid,10,23,260,11,0.04059040590405904,1.9764085267046914,0.21960094741163239,0.251125461911829,0.04789624070741416,0.6676556030138505,0.26358695652173914,0.8126549738299769,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.036941479514378615,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.00666,0.00248,0.001714395286321614,0.014835099406008804,0.00036784791903187385,9.947974837778859e-05,0.0018712841590783065,0.00014221974082115804,0.0,0.0027711532547390672,1,271,2.3,9.335793357933579,0.048602868582355595,0.00735581817216854,0.21753185442465997,0.044568457961770405,2.3645508921653415,0.16697929497550804,0.01202796557148953,32.98213364806465
source-00-00024,source-00,source,source,qaoa_like,grid,8,13,97,11,0.10185185185185185,2.617494712029996,0.37392781600428515,0.43173800181287525,0.22593877730042977,0.43695662089420284,0.35096153846153844,0.6208637014031977,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.03299891751437188,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.0041400000000000005,0.001339,0.0009690060313991732,0.014131917968822735,0.0017622578778379234,0.00040993121782091906,0.004376710796285762,0.0,0.0,-0.002129906377794628,1,108,1.625,10.592592592592592,0.04579014283361131,0.004157636358182218,0.35026266504430764,0.1184874149478599,3.048005197439731,0.0,0.09754635624373177,32.98213364806465
source-00-00025,source-00,source,source,qaoa_like,grid,11,8,90,7,0.07216494845360824,2.2023831970441643,0.22023831970441643,0.5041934833325666,0.23916054951055565,0.2690964858149343,0.3110795454545455,0.7008445743250774,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.027583460734976244,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.00352,0.0010500000000000002,0.0005963114039379527,0.012472223470153284,0.00197931747767159,0.00033603006734924805,0.0029645251839725993,0.0,0.0,-0.0033349468681084338,1,97,0.7272727272727273,6.350515463917525,0.039799016824533635,0.002558545451189057,0.37801753357989226,0.09712686493264641,2.257203957216335,0.0,0.12058319053345783,32.98213364806465
source-00-00026,source-00,source,source,random_local,grid,7,15,96,6,0.058823529411764705,1.8903402323407479,0.31505670539012465,0.1731356167063381,0.190671924264256,0.8894445908697207,0.3928571428571429,0.8394648793220553,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.026108044071624193,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.00442,0.001032,0.0011180838823836613,0.012033414325240516,0.0007372407573954811,9.652141080722991e-05,0.0031999492530405695,0.0,0.0,-0.002529165557243263,1,102,2.142857142857143,6.1764705882352935,0.03823324845061462,0.004797272720979483,0.21067436409759158,0.043243077210409264,2.530316205167923,0.0,0.03301210119607615,32.98213364806465
source-00-00027,source-00,source,source,random_local,grid,22,26,663,20,0.029282576866764276,1.5740854442124492,0.07495644972440234,0.21869562108310692,0.07633901202593657,0.8039218867337196,0.253715034965035,0.8885318762186412,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04373158495761617,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.00924,0.005841000000000001,0.0019380120627983464,0.018702276019013423,0.0004148643338310275,0.00012574619159911907,0.003025188808740891,0.00021527550958652992,0.0,-0.001770777967953173,1,683,1.1818181818181819,16.749633967789165,0.06295606052490796,0.008315272716364437,0.20048428273752503,0.05633622868500714,2.0139164798138554,0.2527536093702697,0.016695007647882967,32.98213364806465
source-00-00028,source-00,source,source,qaoa_like,grid,12,25,300,34,0.10179640718562874,2.0283349038854603,0.1843940821714055,0.6663837034451768,0.23817086584632707,0.5364114669406591,0.3041666666666667,0.7004448116666112,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.054340455241852575,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.007420000000000001,0.00414,0.0018634731373061023,0.02103735082782884,0.0012371193307288812,0.00047623315076316086,0.0024713055138774823,0.000336651448745376,0.0,0.007358321832602735,1,334,2.0833333333333335,30.538922155688624,0.07098457763034616,0.007995454534965805,0.5409048005262862,0.13765147052316495,3.27929178042641,0.39526032911756875,0.1587131836354198,32.98213364806465
source-00-00029,source-00,source,source,parity,grid,18,22,300,30,0.09090909090909091,2.4774004770856832,0.1457294398285696,0.7072461014026008,0.5842249984930975,0.4320593935489814,0.47916666666666674,0.7109511074283861,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.052164716515491746,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.009,0.007720000000000001,0.0039,0.0016398563608293697,0.02018364457603472,0.003692980534204777,0.0008168907287673072,0.005132910767688266,0.00020010633526977388,0.0,-0.0001216727873024648,1,330,1.2222222222222223,36.0,0.06791123512388732,0.007035999990769908,0.5010941300293482,0.22521822518960757,3.5142240766857973,0.2349435780894668,0.41319085252618354,32.98213364806465
source-00-00030,source-00,source,source,random_local,grid,22,8,198,6,0.029411764705882353,1.5152150617837767,0.07215309818017984,0.1635715774616267,0.2572603845931496,0.858215357982212,0.2755681818181819,0.8787025740627223,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.029128075466445982,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.006,0.00528,0.0017460000000000002,0.0005963114039379527,0.012512232189487101,0.0007834014940800425,0.0001215773316746873,0.00270494629340993,0.0,0.0,-0.0006163932461437388,1,204,0.36363636363636365,5.176470588235294,0.04014851990760096,0.002558545451189057,0.2111234639426927,0.05446851529288086,1.8812887882962595,0.0,0.04208048692628625,32.98213364806465
source-00-00031,source-00,source,source,qaoa_like,grid,20,14,257,34,0.11683848797250859,1.7165861495622923,0.09034663945064696,0.14099246846112556,0.34165073968316284,0.4672361745970467,0.3504464285714286,0.6843734859460455,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.043353563474311164,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.006280000000000001,0.0038390000000000004,0.0010435449568914172,0.020892887281816562,0.0009910954425447333,0.0007709883059539642,0.002143740459210572,0.0,0.0,-0.0006076929721060892,1,291,0.7,32.7147766323024,0.07040672344629703,0.004477454539580851,0.2681244514783767,0.22284814465489858,1.4302778047296394,0.0,0.04817018113949856,32.98213364806465
source-00-00032,source-00,source,source,random_entangler,grid,19,17,277,35,0.11217948717948718,1.7288280023761275,0.09604600013200709,0.15099776234886067,0.31654974651941714,0.5181222538656016,0.39628482972136236,0.7233302793138086,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04782266675370232,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.0067800000000000004,0.004039,0.0012671617333681496,0.021166925430673188,0.0019736047037634805,0.0008910211561677546,0.0028095498242307615,0.0,0.0,-0.001104596094501018,1,312,0.8947368421052632,36.23397435897436,0.07142069475484938,0.005436909083776748,0.25929649014601713,0.20471342976854076,1.540915583027436,0.0,0.04779830339653104,32.98213364806465
source-00-00033,source-00,source,source,random_entangler,grid,21,18,336,66,0.16417910447761194,2.6979036993349217,0.13489518496674607,0.26545888178513455,0.1765823170787162,0.5364355912499855,0.33531746031746035,0.4457238564257783,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.062215134645437375,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.00732,0.006312,0.0013417006588603937,0.0266847824244226,0.0019086920646591262,0.0022492244567824424,0.003647261864786306,0.0,0.0,0.002751473175926504,1,402,0.8571428571428571,62.059701492537314,0.09136058999006341,0.00575672726517538,0.28770657238770075,0.5167626488775845,2.6440720912218123,0.0,0.046875344434744066,32.98213364806465
source-00-00034,source-00,source,source,random_entangler,grid,22,13,251,35,0.12237762237762238,2.5643900619052435,0.12211381247167827,0.23156835037832368,0.0877705555208012,0.2236930382444058,0.375,0.6148442837366531,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.04788006668839506,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.01,0.00638,0.0038569999999999998,0.0009690060313991732,0.0210772483844956,0.0018506988722469938,0.0016694674406258355,0.0013714922371544118,0.0,0.0,0.0007051537224730515,1,286,0.5909090909090909,35.0,0.07106198657013904,0.004157636358182218,0.2433054910000909,0.3835626160969382,1.687033684705627,0.0,0.020324882753741003,32.98213364806465
source-00-00035,source-00,source,source,qaoa_like,grid,22,8,169,22,0.11518324607329843,2.6781689729701466,0.12753185585572127,0.6015741997114084,0.31496364482309036,0.3476052322293778,0.3217329545454546,0.632327377453381,160.1847038153984,92.32553487215351,0.025119017680043536,0.00037349680909068406,0.00482693090122423,0,0.03875693133854276,0.010790480108088318,0.011160330974780367,0.0025055118852939815,0.0008517208127032658,0.008,0.00528,0.002503,0.0005963114039379527,0.017800597476802793,0.0013333818730271053,0.0013044163443269219,0.004410959409794193,0.0,0.0,-0.0024717351693462003,1,191,0.36363636363636365,20.272251308900522,0.05913862204906195,0.002558545451189057,0.47201795503459126,0.37703135047049186,3.0865330468924568,0.0,0.18947400257263886,32.98213364806465
