backend_name,snapshot_id,fetch_timestamp,calibration_timestamp,circuit_id,episode_id,domain,shift_type,family,topology_kind,qubit_count,avg_degree,edge_density,t1_us,t2_us,readout_error,oneq_epg,twoq_epg,time_index,error_rate,pass_label,depth,num_1q_gates,num_2q_gates,two_qubit_density,symmetry_score,periodicity_score,linearity_score,idle_fraction,layer_sparsity,family_base_component,size_component,gate_component,decoherence_component,stochastic_component,coherent_component,crosstalk_component,context_component,temporal_component,family_penalty_component,observation_noise_component
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00015,source-ibm_fez,source,source,parity,heavy_hex,127,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.241925,0,9,1041,184,0.150204,0.638742,0.577189,0.596781,0.330162,0.569525,0.009,0.0223,0.018327,0.0229057633244426,0.123053239084073,0.0017837661267203,0.0175912419667702,0.0131245532771699,0.0,0.0,-0.0005697078580231
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00016,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,93,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.246355,0,20,1576,170,0.097365,0.911556,0.861409,0.674899,0.413306,0.780303,0.01,0.01928,0.021232,0.0509016962765392,0.1359024654529638,0.0016784164848297,0.0074509515050374,0.0044760220286569,0.0003465073813333,0.0046776158173175,7.382922008506042e-05
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00017,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,145,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249937,0,28,3282,456,0.12199,0.848641,0.621259,0.67359,0.424569,0.712083,0.01,0.02936,0.050334,0.0712623747871549,0.2029929538189869,0.0037312329785549,0.0145551992026932,0.0094971518052789,0.0016461336399999,0.0037006681812425,0.0012248724394988
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00018,source-ibm_fez,source,source,mirror,heavy_hex,102,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249543,0,23,1736,448,0.205128,0.764147,0.981275,0.496599,0.418159,0.47029,0.009,0.02138,0.039032,0.0585369507180201,0.1710241471404971,0.0029235194380546,0.0163262233444611,0.0046733164583246,0.0007650476066666,0.0088374025084895,-0.0033014323829957
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00019,source-ibm_fez,source,source,qaoa_like,heavy_hex,122,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249909,0,34,3211,401,0.111019,0.673364,0.30183,0.485296,0.455762,0.64135,0.008,0.027,0.046537,0.0865328836701166,0.1966462972044628,0.001025051373046,0.0119137026849208,0.0088584123011813,0.0022486718293333,0.0,-0.0032207031272773
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00020,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,80,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.239628,0,16,1055,127,0.107445,0.768017,0.662792,0.796337,0.422852,0.792176,0.01,0.01632,0.015005,0.0407213570212313,0.1146780141073831,0.0023843999515215,0.0070729749056123,0.0071360553737272,0.0,0.00407937378848,0.0010092987542899
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00021,source-ibm_fez,source,source,random_entangler,heavy_hex,147,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249728,0,23,2429,383,0.136202,0.0,0.124488,0.597158,0.480183,0.60366,0.01,0.02858,0.039983,0.0585369507180201,0.1801402272808485,0.0003456388370106,0.0221561016380639,0.007520593834202,0.0002403333333333,0.0,-0.0001524465262454
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00022,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,109,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249334,0,23,2454,242,0.089763,0.987691,0.736958,0.765747,0.327882,0.748282,0.01,0.0225,0.031698,0.0585369507180201,0.1652427818120067,0.0026022498769326,0.0080509990766579,0.015090190717771,0.0009185478199999,0.00417225151539,-0.0028603614254708
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00023,source-ibm_fez,source,source,mirror,heavy_hex,111,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.248868,0,18,1549,333,0.176939,0.637993,0.822566,0.485757,0.411286,0.536873,0.009,0.02172,0.030823,0.0458115266488853,0.1552117305186156,0.0037866305959974,0.0153252357203633,0.0064442580191784,0.0,0.0077301630125405,0.0014684946152986
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00024,source-ibm_fez,source,source,random_local,heavy_hex,85,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.231544,0,18,1273,77,0.057037,0.0,0.0,0.745924,0.448529,0.874377,0.006,0.01756,0.013531,0.0458115266488853,0.1115025234034267,0.0003282782365904,0.0027512719357433,0.0027791403414511,0.0,0.0,-0.0032806178441329
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00025,source-ibm_fez,source,source,parity,heavy_hex,66,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.232124,0,15,827,113,0.120213,0.734672,0.710532,0.534472,0.406566,0.733298,0.009,0.01386,0.012569,0.0381762722074044,0.1047785321231036,0.0031684438435904,0.0073165552096596,0.0082616653468056,0.0,0.0,0.0010615929957353
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00026,source-ibm_fez,source,source,qaoa_like,heavy_hex,55,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.241549,0,26,1278,101,0.073241,0.439328,0.214004,0.540565,0.39729,0.753953,0.008,0.01452,0.0150059999999999,0.066172205159501,0.116534848634294,0.000484817976962,0.003543288957705,0.0036979913477951,0.0008672083626666,0.0,-0.0029603194035947
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00027,source-ibm_fez,source,source,ghz,heavy_hex,76,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.246131,0,20,1465,188,0.113733,0.939354,0.252094,0.893927,0.320312,0.586575,0.011,0.01656,0.021535,0.0509016962765392,0.1356375621996812,0.0011116290127494,0.0058862574220434,0.0066926733575729,0.0003541425653333,0.004318062,-9.388501418335727e-05
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00028,source-ibm_fez,source,source,random_entangler,heavy_hex,95,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.248809,0,23,2022,264,0.115486,0.0,0.0,0.37607,0.34611,0.447232,0.01,0.02026,0.029994,0.0585369507180201,0.1587547866811074,0.0004689692506915,0.0121407488101895,0.0054293366186031,0.0002403333333333,0.0,-0.0003016145120173
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00029,source-ibm_fez,source,source,mirror,heavy_hex,126,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249127,0,18,1899,310,0.140335,0.856093,0.604925,0.484808,0.391259,0.654322,0.009,0.02412,0.031893,0.0458115266488853,0.1611905203482163,0.0024954657424196,0.0137973969808074,0.0118399721924692,0.0,0.0054487671879115,0.0008505720249629
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00030,source-ibm_fez,source,source,qaoa_like,heavy_hex,67,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.245797,0,24,1540,163,0.095713,0.557829,0.259182,0.462537,0.338075,0.58263,0.008,0.016,0.02056,0.061082035531847,0.1339494730628454,0.001380244644522,0.0056407304583724,0.0043640567381732,0.000748051096,0.0,-0.0007706952456432
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00031,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,97,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.245184,0,17,1700,116,0.063877,0.956313,0.772134,0.773858,0.311704,0.780915,0.01,0.01926,0.01886,0.0432664418350583,0.1302633684040316,0.0017964527149865,0.0050984969694311,0.0148665921497629,0.0,0.004393967556525,-0.0017106964381944
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00032,source-ibm_fez,source,source,random_entangler,heavy_hex,114,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.234596,0,10,1070,130,0.108333,0.23805,0.083615,0.127667,0.342105,0.535959,0.01,0.02044,0.01529,0.0254508481382696,0.1156459839389802,0.0010223845667389,0.0136665265835262,0.0016881817907773,0.0,0.0,0.0005839784575191
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00033,source-ibm_fez,source,source,qaoa_like,heavy_hex,126,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.246893,0,17,2170,179,0.076203,0.562982,0.461638,0.49672,0.314601,0.755528,0.008,0.0239,0.02593,0.0432664418350583,0.1509785830838538,0.0005884730270695,0.008445633482474,0.006618234490615,0.0,0.0,-0.0060343256321187
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00034,source-ibm_fez,source,source,random_entangler,heavy_hex,152,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.24945,0,19,2222,325,0.127601,0.076638,0.045058,0.389972,0.448797,0.573089,0.01,0.0285,0.035054,0.0483566114627122,0.1699269828370159,0.0007859717214643,0.0214629886071592,0.0071099248623021,5.8591618666666665e-05,0.0,0.0014408521921928
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00035,source-ibm_fez,source,source,ghz,heavy_hex,95,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.244239,0,20,1704,93,0.051753,0.940613,0.058756,0.807301,0.408882,0.914598,0.011,0.0196,0.017508,0.0509016962765392,0.1260368256889795,0.000909933349622,0.003348099060552,0.009552944417868,0.0003544883706666,0.004321839,-0.00384796720264
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00036,source-ibm_fez,source,source,ghz,heavy_hex,133,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249086,0,17,2304,267,0.103851,0.956184,0.361987,1.0,0.289308,0.701315,0.011,0.02502,0.0321479999999999,0.0432664418350583,0.1651747393436601,0.0019772356144434,0.009405924482684,0.0136481906558998,0.0,0.0043685519999999,-0.0011740635077319
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00037,source-ibm_fez,source,source,mirror,heavy_hex,156,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249431,0,16,2143,343,0.137973,0.934951,0.789932,0.584812,0.377504,0.59126,0.009,0.02848,0.035581,0.0407213570212313,0.1701258114447578,0.0032425303892497,0.0167949734544912,0.0092658277249051,0.0,0.0075269208760457,0.0007512560360271
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00038,source-ibm_fez,source,source,ghz,heavy_hex,144,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.247317,0,14,2120,164,0.071804,1.0,0.231962,0.653959,0.291915,0.769525,0.011,0.02612,0.02468,0.0356311873935774,0.147700774830688,0.0012363660212123,0.007041258592061,0.0099437788292515,0.0,0.0045,-0.0009611722786273
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00039,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,77,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.216761,0,11,759,58,0.070991,0.764984,0.596822,0.699081,0.397137,0.765138,0.01,0.01474,0.008793,0.0279959329520965,0.0907959189065635,0.0032105795117567,0.0044980050534428,0.0078766910412735,0.0,0.0037853624785899,0.0022782992228062
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00040,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,67,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.247463,0,27,1401,174,0.110476,0.790327,0.632038,0.761656,0.455846,0.759594,0.01,0.01666,0.020247,0.0687172899733279,0.1319498071173331,0.0032691545906922,0.0060907204116121,0.0042756706703547,0.001409444172,0.00387966918143,0.0023739480844592
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00041,source-ibm_fez,source,source,mirror,heavy_hex,136,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.242935,0,9,1236,143,0.103698,0.688031,0.69724,0.682495,0.295854,0.576185,0.009,0.02374,0.017232,0.0229057633244426,0.1226733877142053,0.0014611612879603,0.0110044896089201,0.0141176278927165,0.0,0.0063157323210616,0.0038985660070419
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00042,source-ibm_fez,source,source,mirror,heavy_hex,78,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.220436,0,9,542,93,0.146457,0.997122,0.759018,0.628535,0.434651,0.60481,0.009,0.01446,0.009374,0.0229057633244426,0.0900395428340695,0.0034002879744642,0.0089138506346329,0.0119206213960816,0.0,0.0042571362912396,0.0044203268695067
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00043,source-ibm_fez,source,source,random_local,heavy_hex,133,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249649,0,28,4342,152,0.033823,0.104565,0.173024,0.678729,0.245771,0.86719,0.006,0.02744,0.039514,0.0712623747871549,0.185569521535086,0.0001632666592386,0.0025528287625044,0.0080100778070927,0.0006242692666666,0.0,-0.002723690604981
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00044,source-ibm_fez,source,source,ghz,heavy_hex,136,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.247032,0,14,1584,205,0.114589,0.760544,0.0,0.826221,0.412749,0.718987,0.011,0.02484,0.023388,0.0356311873935774,0.1410133395506273,0.0015190335986492,0.0106125806003507,0.0132160423899531,0.0,0.0037816319999999,-0.0016904850961272
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00045,source-ibm_fez,source,source,parity,heavy_hex,87,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.215448,0,9,711,95,0.117866,0.591374,0.518081,0.630786,0.356641,0.520886,0.009,0.0159,0.0106769999999999,0.0229057633244426,0.0972027240201944,0.0022582670503069,0.0094562529517344,0.0049726832094781,0.0,0.0,2.3027136339587672e-05
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00046,source-ibm_fez,source,source,mirror,heavy_hex,61,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.204037,0,11,592,53,0.082171,0.797173,0.660439,0.674294,0.399218,0.686456,0.009,0.01218,0.007324,0.0279959329520965,0.0830700410695236,0.0021575527045713,0.003911190984945,0.0086181989178196,0.0,0.0057406779215479,0.0004102203271679
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00047,source-ibm_fez,source,source,qaoa_like,heavy_hex,104,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.248822,0,21,2142,290,0.119243,0.522116,0.257252,0.42657,0.304029,0.55278,0.008,0.02126,0.032394,0.0534467810903661,0.1643831549609189,0.0013053912276902,0.0109082692478745,0.0051017250058448,0.0003593117919999,0.0,-0.0012421502235458
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00048,source-ibm_fez,source,source,mirror,heavy_hex,74,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.244022,0,18,1229,164,0.117732,0.679954,0.751922,0.548068,0.346378,0.611908,0.009,0.0158,0.018443,0.0458115266488853,0.1257280519367497,0.001441326792794,0.0067980891788688,0.0110615064495387,0.0,0.0042408578357055,3.096095713962365e-05
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00049,source-ibm_fez,source,source,random_entangler,heavy_hex,76,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.242314,0,18,1152,180,0.135135,0.05194,0.090961,0.393424,0.391447,0.491413,0.01,0.01612,0.018864,0.0458115266488853,0.1258375265433518,0.0003533222595062,0.0113651184764557,0.00183810531268,0.0,0.0,-0.0008832724228257
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00050,source-ibm_fez,source,source,mirror,heavy_hex,114,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.223193,0,6,560,111,0.165425,0.896088,0.612896,0.59589,0.386879,0.569632,0.009,0.01956,0.0105799999999999,0.0152705088829617,0.0942293526440063,0.0035603018192801,0.0147152149585774,0.0060452137535073,0.0,0.006472581405954,0.0031409549342247
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00051,source-ibm_fez,source,source,symmetry_fragment,heavy_hex,131,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249857,0,26,3393,358,0.095441,0.934864,0.629915,0.374552,0.311693,0.710948,0.01,0.02668,0.045231,0.066172205159501,0.1955770090437412,0.0035876294168526,0.0102880294026732,0.0063196515624595,0.0014116372479999,0.00372340777355,0.0008680853956205
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00052,source-ibm_fez,source,source,mirror,heavy_hex,115,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.244208,0,12,1408,142,0.091613,0.990336,0.717393,0.665243,0.298007,0.652995,0.009,0.02104,0.018376,0.0305410177659235,0.1272457259496099,0.0041196861820878,0.0082208279906364,0.0161669994279582,0.0,0.004823318716852,-4.2300564493157016e-05
ibm_fez,1,2026-04-19T03:37:59.300949,2026-04-19T03:00:34+05:30,ibm_fez_snap01_circ00053,source-ibm_fez,source,source,qaoa_like,heavy_hex,86,4.5128,0.0146,137.8796,96.8056,0.0323568,0.01029132,0.04174524,1,0.249679,0,34,2650,320,0.107744,0.557961,0.433726,0.606667,0.365168,0.681106,0.008,0.02124,0.03775,0.0865328836701166,0.1780728821424611,0.0014230371204596,0.0081504420126013,0.0028005415090591,0.0019950929706666,0.0,-0.0044266010875452
